,id,dish,ingredients
325,70000001019311632,Имбирный латте с сюрпризом 400мл,
326,70000001032182633,Шоти,Традиционный грузинский хлеб
327,70000001032182633,Лепёшка грузинская,"Свежая лепёшка из печи со сванским маслом и специями. Идеальная закуска к салатам, супам и горячему!"
328,70000001032182633,Хачапури на шампуре,"Домашний сулугуни, обёрнутый в слоёное тесто и приготовленный на мангале. Скажите «сыыыр»!"
329,70000001032182633,Пеновани,Закрытый пирог из слоёного теста с нежным грузинским сыром. Рекомендуем попробовать!
330,70000001032182633,Хачапури по-аджарски,"Традиционная грузинская «лодочка» из воздушного теста, домашнего сыра, яичного желтка и сливочного масла. Это любовь!"
331,70000001032182633,Хачапури по-аджарски с помидором,"Воздушное тесто, домашний сыр, свежие и вяленые томаты. Возьмите на пробу!"
332,70000001032182633,Хачапури с томлёным в сливках цыплёнком,"Воздушное тесто с нежной начинкой из цыплёнка, шампиньонов, репчатого лука и сливок. Осторожно, очень вкусно!"
333,70000001032182633,Хачапури по-мегрельски,Большой закрытый пирог с сочной начинкой из грузинского сыра Сулугуни. Хватит на всех!
334,70000001032182633,Хачапури с морепродуктами,"Креветки, кальмар, репчатый лук, чеснок, два вида домашнего сыр и сливки в традиционной ""лодочке"" из воздушного теста. Попробовать обязательно!"
335,70000001032182633,Кубдари с рубленным мясом,"Традиционный грузинский пирог с рубленным мясом, репчатым луком и ароматными специями. Подойдёт для компании из 2-4 человек!"
336,70000001032182633,Хинкали с морепродуктами,"Креветки, кальмары и жареный лук в нежном сливочном соусе. Вы точно попросите добавки!"
337,70000001032182633,Хинкали с сёмгой,"Красная рыба, сливки, жареный лук и специи. Возьмите на всех, не пожалеете!"
338,70000001032182633,Хинкали с грибами и сыром,"Домашний сыр, обжаренные шампиньоны и кинза. Начинка, которую вы полюбите!"
339,70000001032182633,Хинкали с бараниной,"Мешочек из теста с сочной начинкой из фарша баранины, красного лука, кинзы и ароматных специй. Гордость грузинской кухни!"
340,70000001032182633,Хинкали с говядиной и свининой,"Нежный фарш свинина-говядина, красный лук, кинза и специи. Попробуйте с соусом Сацебели!"
341,70000001032182633,Хинкали с сыром,"Домашний сыр, свежая кинза и специи. Идеально с соусом мацони!"
342,70000001032182633,Люля-кебаб из баранины,Молодая баранина с добавлением специй. Подается с овощным салатом и маринованным луком.
343,70000001032182633,Шашлык из кальмара,"Филе кальмара в маринаде из сливочного соуса, сока апельсина и специй. Подаётся на лаваше с овощным салатом."
344,70000001032182633,Люля-кебаб из говядины,Нежная говядина с добавлением специй. Подаётся на лаваше с овощным салатом и маринованным луком.
345,70000001032182633,Шашлык из свинины,Сочная свиная шея в маринаде с авторскими специями. Подаётся на лаваше с овощным салатом и маринованным луком.
346,70000001032182633,Люля-кебаб из курицы,Рубленое куриное филе с добавлением специй. Подаётся на лаваше с овощным салатом и маринованным луком.
347,70000001032182633,Шашлык из курицы,Нежное куриное мясо с авторскими специями. Подаётся на лаваше овощным салатом и маринованным луком.
348,70000001032182633,Шашлык из шампиньонов,"Свежие шампиньоны, приготовленные на углях. Попробовать обязательно! Подаются на лаваше с овощным салатом и маринованным луком."
349,70000001032182633,Овощи на углях,"Цукини, баклажан, томат, перец и репчатый лук, приготовленные на гриле. Идеальный гарнир к вашему застолью!"
350,70000001032182633,Початок кукурузы на гриле,"Молодая кукуруза, обжаренная на углях. Возьмите на закуску!"
351,70000001032182633,Шашлык из лосося,"Нежный лосось с цукини и болгарским перцем, приготовленный на углях. Подаётся на лаваше с овощным салатом."
352,70000001032182633,Шашлык из говядины,Сочное мясо говядины с авторскими специями. Подаётся на лаваше с овощным салатом и маринованным луком
353,70000001032182633,Креветки на грили,Креветки маринованные пряным маслом и соком апельсина. Подаются на лаваше с овощным салатом
354,70000001032182633,Говяжий язык на гриле,Нежный язык маринованный в сливочном соусе и аджике. Подаётся на лаваше с овощным салатом.
355,70000001032182633,Бифштекс,Рубленная мраморная говядина. Подаётся на лаваше с овощным салатом.
356,70000001032182633,Орагули,Нежный сливочный суп из сёмги с картофелем и томатами. Рекомендуем с грузинским хлебом шоти!
357,70000001032182633,Харчо,"Традиционный грузинский суп с разварной говядиной, рисом и ароматными специями. Отличный выбор!"
358,70000001032182633,Хашлама,Наваристый грузинский суп с разварной говядиной и овощами. Рекомендуем попробовать!
359,70000001032182633,Хапи,Суп-крем из запеченной тыквы с зажаренным домашним сыром и тыквенными семечками. Нежность в каждой ложке!
360,70000001032182633,Чихиртма,Классический грузинский суп с разварной курочкой и яйцом. Подаётся с хлебом шоти и лимоном.
361,70000001032182633,С овощами и копчёным грузинским сыром,"Копчёный грузинский сыр, свежие овощи и зелень в сочетании с оригинальной ореховой заправкой."
362,70000001032182633,С ростбифом и томатами,"Сочный ростбиф, руккола, розовые томаты и зёрна граната под пикантной имбирной заправкой."
363,70000001032182633,С тигровыми креветками и домашним сыром,"Тигровые креветки, обжаренный домашний сыр, цукини-гриль, красный лук, свежая зелень и медово-горчичная заправка."
364,70000001032182633,С хрустящим баклажаном,Хрустящие баклажаны и сочные томаты в сочетании со с сыром фета.
365,70000001032182633,Острая гурийская капуста,Хрустящая белокочанная капуста в остром маринаде с добавлением редиса и зелёного масла
366,70000001032182633,С говяжьим языком и печёной свёклой,"Печёная свёкла, говяжий язык, копчёный грузинский сыр, чернослив, грецкий орех и майонез из аджики"
367,70000001032182633,С малосольным лососем,"Малосольный лосось, свежие овощи, руккола, медово-горчичная заправка."
368,70000001032182633,Буррата с томатами,Нежная буррата с томатами и печеным перцем на хрустящей лепешке
369,70000001032182633,"Салат с томатами, пряной зеленью и сыром","Сочные помидоры, красный лук, свежая зелень, сыр фета, грецкий орех и пикантный гранатовый соус"
370,70000001032182633,Чашушули,"Тушёное филе телятины с ароматными специями, болгарским перцем, томатами, репчатым луком и чесноком. Подается с хлебом шоти и острым перчиком чили."
371,70000001032182633,Чанахи,"Традиционное грузинское блюдо с тушеной бараниной, картофелем, болгарским перцем, баклажанами и домашним грузинским сыром. Возьмите, вам понравится!"
372,70000001032182633,Оджахури,"Нежная свинина, приготовленная на углях, с тушёным картофелем, болгарским перцем, репчатым луком и сочными томатами. Попробовать обязательно!"
373,70000001032182633,Чахохбили,"Национальное грузинское блюдо из мягких кусочков курицы, тушёных в ароматном томатном соусе. Идеально с хлебом шоти!"
374,70000001032182633,Картофель по-деревенски,"Молодой картофель с ароматными специями, обжаренный до золотистой корочки. Подаётся с соусом мацони!"
375,70000001032182633,Филе судака в сливочном соусе,Филе судака приготовленное с томатами черри в сливочном соусе.
376,70000001044756053,Бизнес-Ланч,Бизнес-Ланч с 12 до 18ч.Лёгкий перекус или сытный обед - выбирать тебе!
377,70000001044756053,Коктейльный Вторник,3 коктейля за 350р - почему бы и нет?Выбирай любимые вкусы и наслаждайся!
378,70000001044756053,Пивной Четверг,3 бокала по цене двух и специальная цена на Ассорти к пиву!Повод встретиться с друзьями есть всегда :)
379,70000001044756053,Винное воскресенье,Где нет вина - там нет любви. Приглашайте вторую половинку и проведите время за бокалом вкусного вина и тёплыми беседами.
380,70000001044756053,Салаты,
381,70000001044756053,Супы,
382,70000001044756053,Горячие блюда,
383,70000001044756053,Стрит-Фуд,
384,70000001044756053,Пасты,
385,70000001044756053,Закуски,
386,70000001044756053,Десерты,
387,70000001044756053,Классические коктейли,
388,70000001044756053,Миксы,
389,70000001044756053,Шприцы,
390,70000001044756053,Авторские коктейли,
391,70000001044756053,Наши настойки и позиционное меню,
392,70000001044756053,Безалкогольные коктейли и напитки,
393,70000001044756053,Милкшейки,
394,70000001044756053,Авторские чаи,
395,70000001044756053,"Кофе, чай и соки",
396,70000001044756053,Летнее меню,
397,70000001044756053,Бизнес,По будням с 12:00 до 18:00
398,70000001044756053,Премиум,С 18ч по будням и в выходные дни
399,70000001044756053,Авторский,В зависимости от пожелания гостяОт 1300р.
400,70000001006736825,"Салат с арбузом, томатами и копчёным сливочным сыром","Арбуз, томаты, лайм, шпинат, соус терияки, сливочно-копчёный сыр, кедровый орех, 225г"
401,70000001006736825,Осьминог в томатном соусе с картофелем беби и томатами,"Осьминог, картофель беби, шпинат, томат, томатный соус, хлеб на закваске, сыр гранападано, 300г"
402,70000001043339969,Сэндвич 30см БМТ,
403,70000001043339969,Сэндвич 30см курица терияки,
404,70000001043339969,Сэндвич 30см мелт,
405,70000001043339969,Сэндвич 30см инд/ветч,
406,70000001043339969,Cэндвич 30 см Альпийский,
407,70000001043339969,Сэндвич 30см куриная грудка,
408,70000001043339969,Сэндвич 30см биф клаб мелт,
409,70000001043339969,Сэндвич 30см Лосось Крем-Чиз,
410,70000001043339969,Сэндвич 30см с грибами,
411,70000001043339969,Сэндвич 15см БМТ,
412,70000001043339969,Сэндвич 15см инд/ветч,
413,70000001043339969,Сэндвич 15см мелт,
414,70000001043339969,Сэндвич 15см Тунец,
415,70000001043339969,Сэндвич 15см биф клаб мелт,
416,70000001043339969,Сэндвич 15см индейка,
417,70000001043339969,Сэндвич 15см куриная грудка,
418,70000001043339969,Сэндвич 15см свинина,
419,70000001043339969,Бекон доп.,
420,70000001043339969,"Кока-Кола (ассорт.) бут. 0,5",
421,70000001043339969,"Сок Добрый (ассорт.) упак. 0,33",
422,70000001043339969,Кукис,
423,70000001043339969,Хэш-браун 3 шт.,
424,70000001043339969,Салат куриная грудка,
425,70000001026873949,Солёная карамель,Авторские латте.Солёная карамель ( Salty caramel )Можно заменить молоко в напитке.380ml-160р 500ml-210р
426,70000001026873949,Сырный латте,Авторские латте. Сырный латте (Cheese latte)Можно заменить молоко в напитке380ml-170р 500ml-210
427,70000001026873949,Кедровый,Авторские латте. Кедровый (Cedar latte)Можно заменить молоко в напитке380ml-210р 500ml-260р
428,70000001026873949,Цитрусовый раф,Авторские рафы. Цитрусовый раф (Citrus raf)Можно заменить молоко в напитке.380ml-160р 500ml-210р
429,70000001026873949,Кокосовый раф,Авторские рафы. Кокосовый раф (Coconut raf)Можно заменить молоко в напитке.380ml-160р 500ml-210р
430,70000001026873949,Ягодный раф,Авторские рафы. Ягодный раф (Berry raf)Молоко можно заменить в напитке.380ml-160р 500ml-210р
431,70000001026873949,Ореховый раф,Авторские рафы. Ореховый раф (Peanut raf)Можно заменить молоко в напитке.380ml-170р 500ml-210р
432,70000001026873949,Латте,Латте (Latte)350ml-120р 450ml-150р
433,70000001026873949,Капучино,Капучино (Cappuccino)280ml-120р 450ml-150р
434,70000001026873949,Раф,Раф (Raf)350ml-160р 450ml-210р
435,70000001026873949,Флэт Уайт,Флэт Уайт (Flat White)
436,70000001026873949,Американо,Черный кофе.Американо (Americano)
437,70000001026873949,Эспрессо,Черный кофе.Эспрессо (Espresso)350ml-80р 450ml-100р
438,70000001026873949,Какао,Шоколадные напитки .Какао (Cocoa)350ml-110р 450ml-130р
439,70000001026873949,Сникерс,Шоколадные напитки. Сникерс (Snickers)
440,70000001026873949,Горячий шоколад,Шоколадные напитки. Горячий шоколад (Hot chocolate)350ml-130р 450ml-160р
441,70000001026873949,Классические сырники,Классические сырники (Cheese pancakes)
442,70000001026873949,Сырники с ириской,Сырники с ириской (Toffy pancakes)
443,70000001026873949,Сырники с кокосом,Сырники с кокосом (Pancakes with coconut)
444,70000001026873949,Сырники-рикотта с клубничным соусом,Сырники-рикотта с клубничным соусом (Riccotta pancakes with strawberry sauce)
445,70000001026873949,Рисовая каша на молоке,Рисовая каша на молоке (Rice porridge)Можно добавить банан или сливочное масло
446,70000001026873949,Овсяная каша на молоке,Овсяная каша на молоке (Oatmeal porridge)Можно добавить банан или сливочное масло
447,70000001026873949,Каша на кокосовом молоке,Каша на кокосовом молоке (Coconut milk porridge)Можно добавить банан или сливочное масло
448,70000001026873949,Цыплёнок BBQ,"Цыплёнок BBQ (BBQ Chicken)Сэндвич с цыплёнком ш/з, пшеничный хлеб,сыр Чеддар белый МетроШев, соус BBQ и Чесночный"
449,70000001026873949,Цыплёнок с сыром,Цыплёнок с сыром (Chicken & cheese)
450,70000001026873949,Вегетариаский,Вегетариаский (Vegetarian sandwich)
451,70000001026873949,Круассан с копчённой рыбкой,Круассан с копчённой рыбкой (Smoked fish croissant)
452,70000001026873949,Круассан с тунцом,Круассан с тунцом (Tuna croissant)
453,70000001026873949,Матча-латте,Матча-латте (Matcha latte)
454,70000001026873949,Блю матча,Блю матча (Blu matcha)
455,70000001026873949,Чай,Чай в ассортименте (Tea in assortment)
456,70000001026873949,Молочный коктейль,Молочный коктейль в ассортименте (Milk shake in assortment) 350ml
457,70000001026873949,Морковный фреш со сливками,Морковный фреш со сливками (Carrot fresh) 250ml
458,70000001026873949,Апельсиновый фреш,Апельсиновый фреш (Orange fresh) 250ml
459,70000001026873949,Морс,Морсы в ассортименте (Berry-drinks) 500ml
460,422740746299978,Котлета домашняя,"Фарш из говядины и свинины п/ф, Лук пассированный п/ф, Специи, Соль , Яйцо, Молоко питьевое, Сухари панировочные, Масло растительное"
461,422740746299978,Биточек куриный,"Фарш куриный из красного мяса и филе п/ф,, Лук репчатый свежий очищенный п/ф, Яйцо, Соль , Специи, , Сухари панировочные, Масло растительное"
462,422740746299978,Курица -гриль,"Филе куриной грудки, Аджика , Майонез, Соевый соус, Специи, Соль , Масло растительное"
463,422740746299978,Стейк из окорочка,"Аджика , Майонез, Соевый соус, Специи, Масло растительное, Филе бедра тушки куриной"
464,422740746299978,Колбаски домашние,"Колбаски домашние п/ф , Масло растительное"
465,422740746299978,Удон с курицей и овощами,"Филе куриной грудки, Масло растительное, Шампиньоны свежие жареные , Морковь, Перец болгарский , Фасоль стручковая , Тесто для лазаньи и домашней лапши , Соевый соус, Специи, Кунжут гр"
466,422740746299978,Паста сливочная с курицей и грибами,"Филе куриной грудки, Тесто для лазаньи и домашней лапши ), Масло растительное, Чеснок , Шампиньоны свежие жареные, Молоко питьевое, Сыр плавленный ""Сливочный"", Специи, Сливки 33%, Соль"
467,422740746299978,"Борщ ""Сибирский""","Бульон костный п/ф, Картофель , Капуста св. , Фасоль бобовая отварная п/ф, Лук пассированный п/ф, Морковь пассированная п/ф, Свекольная заправка п/ф , Соль , Чеснок очищенный п/ф, Специи, Зелень, Сметана"
468,422740746299978,Солянка домашняя,"Бульон костный п/ф, Картофель , Масло растительное, Лук репчатый свежий очищенный п/ф, Томатная паста п/ф, Колбаса п/к , Колбаса вареная, Курица копченая мякоть п/ф , Огурцы соленые, Маслины, Соль , Сахар, Специи, Лимон, Сметана , Зелень"
469,422740746299978,Сырный суп с курицей,"Бульон куриный п/ф, Картофель , Морковь пассированная п/ф, Лук пассированный п/ф, Сыр плавленный ""Сливочный"", Филе куриное отварное п/ф, Соль , Специи, Зелень"
470,422740746299978,Картофельное пюре,"Картофель , Соль , Молоко питьевое, Масло сливочное"
471,422740746299978,Макароны отварные,"Макароны , Соль , Масло сливочное"
472,422740746299978,Рис отварной,"Рис круглозерный, Соль , Масло сливочное"
473,422740746299978,Гречка,"Гречка, Соль , Масло сливочное"
474,422740746299978,Картофель жареный со свежими шампиньонами,"Картофель , Масло растительное, Лук репчатый , Соль , Специи, Зелень, Шампиньоны свежие жареные 1 кг"
475,422740746299978,Каша рисовая молочная,"Молоко питьевое, Рис круглозерный, Соль , Сахар, Масло сливочное"
476,422740746299978,Омлет натуральный 1 кг,"Яйцо.Молоко питьевое,Масло растительное,Соль"
477,422740746299978,Сырник,"Творог , Манная крупа, Сахар, Яйцо, Ванилин, Мука пшеничная в/с, Мука пшеничная в/с, Масло растительное"
478,422740746299978,Запеканка из творога,"Творог , Яйцо, Сахар, Манная крупа, Ванилин, Масло растительное"
479,422740746299978,"Булочка ""Улитка""","Мука пшеничная в/с, Тесто сдобное дрожжевое п/ф, Фарш творожный п/ф, Шоколадная крошка, Масло растительное, Астри Глазурь ванильная, Вода 1"
480,422740746299978,Блин 1шт,"Тесто на блины п/ф, Масло растительное, Масло сливочное"
481,422740746299978,Слойка с вишней (домашняя),"Мука пшеничная в/с, Тесто слоеное дрожжевое п/ф, вишня с повидлом п/ф, Яйцо, Масло растительное"
482,422740746299978,Сосиска в тесте,"Мука пшеничная в/с, Тесто сдобное дрожжевое п/ф, Сосиска, Яйцо, Масло растительное"
483,70000001075243532,"Чушь из стерляди с брусникой, с тостами из бородинского хлеба и лимоном",
484,70000001075243532,Нерка домашнего посола,
485,70000001075243532,Муксун домашнего посола,
486,70000001075243532,Карпаччо из сыровяленого мяса лося,
487,70000001075243532,"Мясная тарелка на компанию (лось, ростбиф, утка)",
488,70000001075243532,Тар-тар из лося на картофельной вафле,
489,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с муксуном и картофелем,
490,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с уткой и апельсином,
491,70000001075243532,Большой бутерброд по-датски: Смёрребрёд с ростбифом и томатами,
492,70000001075243532,Тарелка свежих овощей,
493,70000001075243532,Салат с муксуном и овощами,
494,70000001075243532,Салат с кальмаром и авокадо,
495,70000001075243532,Салат с уткой гриль и яблоком,
496,70000001075243532,Салат с курицей гриль и творожным сыром,
497,70000001075243532,Салат с хрустящим баклажаном,
498,70000001075243532,Салат с киноа и овощами,
499,70000001075243532,Соус сырный,
500,70000001075243532,"Соус ""Панчетта""",
501,70000001075243532,Соус томатный,
502,70000001075243532,Соус чили кисло-сладкий,
503,70000001075243532,Луковые кольца фри,
504,70000001075243532,Сыр фри с халапеньо,
505,70000001075243532,Крабовые шарики фри,
506,70000001075243532,Куриные крылья фри,
507,70000001075243532,Гренки с чесноком и сыром,
508,70000001075243532,Похлебка картофельная с уткой,
509,70000001075243532,Калья рыбная (старорусская уха),
510,70000001075243532,"Стейк ""Денвер"" из алтайской мраморной говядины (рекомендованная степень прожарки - средняя)",
511,70000001075243532,Цыпленок гриль с битыми огурцами,
512,70000001075243532,Стейк из Нерки с томатной сальсой,
513,70000001075243532,Стейк из Нерки с булгуром и нежным сливочным соусом с кедровыми орешками,
514,70000001075243532,Кальмар на гриле с цукини гриль,
515,70000001075243532,Лось с сезонными грибами и сливочным булгуром,
516,70000001075243532,"Свиная вырезка с карамельными яблоками и соусом ""Панчетта""",
517,70000001075243532,Котлеты из трех видов мяса с тартаром из баклажан и томатной сальсы,
518,70000001075243532,Щучьи котлеты с картофельным кремом и сливочным соусом,
519,70000001075243532,"Овощи гриль (перец, баклажан, цукини)",
520,70000001075243532,Картофель фри,
521,70000001075243532,Картофель по-деревенски,
522,70000001075243532,"Овощи на пару (фасоль зеленая, брокколи, цветная капуста)",
523,422740746052944,Строганина из муксуна,170гр
524,422740746052944,Казы - ассорти,Традиционную колбасу из конины мы приготовили по узбекской и татарской технологии.
525,422740746052944,Олма,"Легкий салат из яблок, капусты и зерен граната. Свежесть этого блюда манит, как глоток воды в пустыни"
526,422740746052944,Салат из сладких помидоров и сыра Фета,с гранатовым соусом и кинзой
527,422740746052944,Ассорти из свежих овощей,
528,422740746052944,Соленые грузди со сметаной,
529,422740746052944,Рулетики из баклажанов,"с помидорами, огурцами, сыром Фета и грецкими орехами"
530,422740746052944,Зейтун Казы,"домашний салат из запеченного болгарского перца, помидоров и вяленой казы"
531,422740746052944,Семург,"домашний узбекский салат из говядины, помидоров и обжаренных баклажанов, болгарского перца и специй"
532,422740746052944,Чимтик Тили,"традиционный восточный салат из рисовой лапши, сочной говядины, свежих огурцов и болгарского перца"
533,422740746052944,Марракеш,арабский кус-кус с курицей и овощами
534,422740746052944,Отварной язык и запеченная баранина со сладкими помидорами,
535,422740746052944,Ханум,"сытный салат из сочной говядины и языка, картофеля. моркови, зеленого горошка с яйцом. Заправлен майонезом"
536,422740746052944,Бахор,"из свежих огурцов, редиса с домашним йогуртом и зернами граната"
537,422740746052944,Лагман,"это блюдо из домашней лапши, ароматной баранины, овощей и специй называют звездой Востока"
538,422740746052944,Окрошка Чалоп,"густой освежающий холодный супна основе айрана с говядиной,языком, огурцами и зеленью"
539,422740746052944,Шурпа,прозрачный ароматный супиз баранины с нутом и морковью
540,422740746052944,Сочные хинкали,
541,422740746052944,Хинкали с сыром,с начинкой из адыгейскогосыра и сулугуни
542,422740746052944,Манты картофельные / тыквенные,налепленные нежными ручкамивосточных женщин
543,422740746052944,Манты с бараниной,налепленные нежными ручкамивосточных женщин
544,422740746052944,Сочный чебурек,с мясом молодого бычка
545,422740746052944,Хачапури по-аджарски с адыгейским сыром,
546,422740746052944,Хрустящая духовая самса,с тыквой
547,422740746052944,Хрустящая духовая самса,с курицей\ с бараниной
548,422740746052944,Главное блюдо Дастархана — Плов,"приготовленный по рецепту нашего шеф-повараиз лучшего узбекского риса Девзирас бараниной, тающей во рту"
549,422740746052944,"Язык, запечёная баранина с марокканскими баклажанами","приправленные йогуртом,зёрнами граната и кинзой"
550,422740746052944,Стейк-филе из телятины,
551,422740746052944,Дорада на гриле,
552,422740746052944,Жаркое из барашка,"жаркое из корейки и овощей,укрытое хрустящей лепёшкой"
553,422740746052944,Султан-стейк из телятины,сервируется с душой и любовью у столана двоих 350 г 1490 рна троих 500 г 1890 р
554,422740746052944,Лепешка с кужутом,
555,422740746052944,Турецкий лаваш с сыром Фета,
556,422740746052944,"Лаваш с адыгейским сыром, сулугуни и помидорами",
557,422740746052944,Шашлык из корейки барашка на косточке,
558,422740746052944,Тигровые креветки на углях,сервируетсяс овощами-гриль
559,422740746052944,Махсус-кабоб,большой шашлыкиз отменной телятины
560,422740746052944,Кийма-шашлык из курицы с восточными травами,по старинному рецепту поваравеликого эмир
561,422740746052944,Узбекча-кабоб,шашлык из сочного мяса барашка
562,422740746052944,Товук-кабоб,наш фирменный шашлык из курицы
563,422740746052944,Шашлык из язычка чёрного барашка,сервируетсяс отварным картофелем
564,422740746052944,Кийма-шашлык из баранины с мятой и зёрнами граната,он же люля-кабоб
565,422740746052944,Картофель-гриль,
566,422740746052944,Овощи-гриль,
567,422740746052944,Соусы,Соус из свежих помидоров 80 рТкемали 95рДомашнее лечо 90рМегрельская аджика 80рАджика 70рГранатовый соус 70р
568,422740746052944,Айс-крим Yuzu чизкейк,с клюквой и соусомиз чёрного кужута
569,422740746052944,Маковое узбекское мороженое,с малиновым соусом
570,422740746052944,Зефирное суфле,с кокосовым сорбетоми малиновым соусом
571,422740746052944,Айран (очень полезный узбекский йогурт,
572,422740746052944,Тархун,
573,422740746095314,Бобы Эдамамэ с солью,
574,422740746095314,Хрустящие кальмары,
575,422740746095314,Ломтики томленной телятины,
576,422740746095314,Чукка со спайси и огурцами,
577,422740746095314,Кусочки утки по-пекински с блинчиками,
578,422740746095314,Пончики из кальмара,
579,422740746095314,С лососем,
580,422740746095314,с морским гребешком,
581,422740746095314,с тунцом,
582,422740746095314,с лососем,
583,422740746095314,с угрем,
584,422740746095314,с тунцом,
585,422740746095314,Вьетнамский салат с креветками и грейпфрутом,
586,422740746095314,WOK - салат с ростбифом,
587,422740746095314,Салат с хрустящим баклажаном,
588,422740746095314,Салат с курицей Терияки,
589,422740746095314,"Салат из хрустящей утки с личи, зерном граната и соусом Хойсин",
590,422740746095314,Легкий салат из свежей капусты и зеленого яблока с васаби майонезом,
591,422740746095314,С уткой,
592,422740746095314,с курицей,
593,422740746095314,с овощами,
594,422740746095314,с курицей,
595,422740746095314,с угрем,
596,422740746095314,со свининой,
597,422740746095314,Японская Окрошка,
598,422740746095314,Мисо суп классический,
599,422740746095314,Мисо суп с угрем,
600,422740746095314,Мисо суп с лососем,
601,422740746095314,Куриный суп с удоном,
602,422740746095314,Том Ям,
603,422740746095314,лосось,
604,422740746095314,креветка,
605,422740746095314,тунец,
606,422740746095314,Копченый угорь,
607,422740746095314,Лосось с икрой летучей рыбы,
608,422740746095314,авокадо с лососем,
609,422740746095314,Инари с слососем,
610,422740746095314,Инари с крабом,
611,422740746095314,Инари с копченым угрем,
612,422740746095314,Острый тунец,
613,422740746095314,Острая креветка,
614,422740746095314,чукка,
615,422740746095314,с огурцом и сыром Филадельфия,
616,422740746095314,С лососем,
617,422740746095314,"С лососем, огурцом и сыром Филадельфия",
618,422740746095314,С копченым угрем и авокадо,
619,422740746095314,"Невада (креветка, авокадо, мята и соус спайси)",
620,422740746095314,С острым тунцом,
621,422740746095314,С копченым угрем и огурцом,
622,422740746095314,Овощной ролл,
623,70000001029069533,Хинкали со свининой и говядиной вареные,
624,70000001029069533,Хинкали со свининой и говядиной жаренные,
625,70000001029069533,Хинкали с бараниной и говядиной вареные,
626,70000001029069533,"Хинкали с бараниной и говядиной, жаренные",
627,70000001029069533,Хинкали с сыром вареные,
628,70000001029069533,Хинкали с сыром жаренные,
629,70000001029069533,Картофель фри (120г),
630,70000001029069533,Картофель по-деревенски (150г),
631,70000001029069533,Картофель с грибами (170г),
632,70000001029069533,Овощи гриль (220г),
633,70000001029069533,Шампиньони на мангале (200г),
634,70000001029069533,Люля-кебаб из курицы (180/50/35/50г),
635,70000001029069533,Люля-пури курица (180/50/140/50г),
636,70000001029069533,Люля-кебаб из телятины (180/50/35/50г),
637,70000001029069533,Люля-пури телятина (180/50/140/50г),
638,70000001029069533,Шашлык из курицы (160/50/35г),
639,70000001029069533,Шашлык-пури курица (160/50/140/35г),
640,70000001029069533,Шашлык из свинины (160/50/35г),
641,70000001029069533,Шашлык-пури свинина (160/50/140/35г),
642,70000001029069533,Антрекот свинина (цена за 100г),
643,70000001029069533,Шашлык из баранины на кости (цена за 100г),
644,70000001029069533,Куриные крылышки (230/50/35г),
645,70000001029069533,Сёмга на решетке (цена за 100г),
646,70000001029069533,Форель радужная на решетке (150/50),
647,70000001029069533,Мясное изобилие (910/150/50/100г),
648,70000001029069533,Шаурма в пите (260г),
649,70000001029069533,Бургер Батуми (250г),
650,70000001029069533,Хачапури по- гурийски (310г),
651,70000001029069533,Хачапури по-аджарски (320г),
652,70000001029069533,Хачапури из слоенного теста Пеновани (400г),
653,70000001029069533,Хачапури по-аджарски с ветчиной (320г),
654,70000001029069533,Хачапури по-имеретински (400г),
655,70000001029069533,Хачапури по-мегрельски (480г),
656,70000001029069533,Хачапури по-мегрельски с пепперони (500г),
657,70000001029069533,Хачапури на мангале (280г),
658,70000001029069533,Итальянская фокачча (190г),
659,70000001029069533,Грузинский хлеб Шоки (90г),
660,70000001029069533,Лаваш армянский (тонкий) (1шт),
661,70000001029069533,Хлеб серый (2шт),
662,70000001029069533,Овощная тарелка (330г),"Помидоры,огурцы,перец болгарский,редис,зелень."
663,70000001029069533,Помидоры и сыр (100/75г),"Помидоры,сыр домашний,зелень"
664,70000001029069533,Зеленая тарелка (125г),Свежая зелень в ассортименте.
665,70000001029069533,Капуста по-гурийски (185г),"Белокочанная капуста, маринованная со свеклой, чесноком, чили-перцем и ароматными травами."
666,70000001029069533,Сыр домашний (180г),
667,70000001029069533,Сулугуни жареный (190г),"Сыр Сулугуни жареный на сковороде в панировке из пшеничных сухарей, яиц и молока."
668,70000001029069533,Рулетики из баклажан с сырной начинкой (150г),
669,70000001029069533,Луковые кольца в кляре (100г),
670,70000001029069533,Сырные палочки с соусом (150г),
671,70000001029069533,Гренки чесночные (100г),
672,70000001029069533,Кольца кальмара (150г),
673,70000001065542142,Пепперони Фреш,"Пикантная пепперони, мно-о-ого моцареллы, томаты и томатный соус"
674,70000001065542142,Сырная,"Моцарелла, сыры чеддер и пармезан, соус альфредо"
675,70000001065542142,Аррива!,"Цыпленок, острые колбаски чоризо, соус бургер, сладкий перец, красный лук, томаты, моцарелла, соус ранч и чеснок"
676,70000001065542142,Пепперони,"Пикантная пепперони, мно-о-ого моцареллы и томатный соус. Самая популярная пицца"
677,70000001065542142,Четыре сезона,"Мно-о-ого моцареллы, ветчина, пикантная пепперони, кубики брынзы, томаты, шампиньоны, томатный соус, итальянские травы"
678,70000001065542142,Додстер,"Легендарная горячая закуска с цыпленком, томатами, моцареллой, соусом ранч в тонкой пшеничной лепешке"
