address_name,id,name,type,general_rating,avg_price,reviews
"Усова, 9Б",70000001026873949,"Территория Кофе, экспресс-кофейня",branch,4.4,200,"['Очень вкусные завтраки и кофе!\nОфицианты самые дружелюбные !)', 'Очень нравится заходить сюда за кофе. Обсуживание очень быстрое, кофе вкусный. В целом очень рекомендую', 'Здесь один из лучших кофе в городе', 'Это конечно ужас 😰\nГорелые сырники …\nВзяла еще американо, но и оно на вкус из сожженных зерен😔\n\nНе рекомендую от слова совсем, давно у вас не была, но и сегодня желание отбилось', 'Лучшая кофейня в Томске, сколько раз спасали меня уже в универе, после бессонных ночей 😂😂 Пару стаканов в течение дня и уже бодрячком 😂', 'Территория кофе топ! Хожу туда более чем 2 года. Любим и ценим!)', 'Кофе обалденный!', 'Самая любимая кофейня, самый вкусный раф-пломбир) \nЖелаю вам дальнейшего расширения. \nИз пожеланий: хотелось бы, чтобы в туалете почаще убирались', '29.05.2023 заказал 2 каши по телефону, пока ехали, трубку подняли спустя 5-7 дозвона,приехав попросил Латте на свежем эспрессо,не на заранее заготовленном, кассир сказал ок,сделал пометку в чеке!Забрав кашу сели напротив, бариста сделала кофе на старом эспрессо и позвала сказав что готово, на слова что я просил на свежем, она бурно отреагировала,демонстративно выкинув стакан в урну с недовольным лицом и закатив глаза, отличная клиентоориентированность 👍🏿', 'Цены демократические. Неплохой кофе. Рекмендую.', 'Как не зайду — постоянно какие-то нерусские дети сидят, орут через всё кафе. Посидеть невозможно.', 'Каждый день кофе тут! Отличное место']"
"улица Дзержинского, 34/3",70000001075243532,Елань,branch,5.0,0,"['Если у вас есть желание попробовать новые вкусные блюда, если интересно побывать в новом атмосферном месте, если хотите приятно провести время, но не знаете где? Рекомендую новое кафе- ресторан ""Еланъ"". Приятно удивлена вкусными рецептами и исполнением. Чешская фарфоровая посуда сразу ""бросилась в глаза"". Место ещё ""хрустит"" от новизны, но я уверена, что постепенно обретёт своих верных поклонников. Однозначно рекомендую побывать , попробовать и остаться неравнодушным))) Как неравнодушна  хозяйка сего ресторана, вкладывающая душу в каждый штрих...']"
"переулок Нахимова, 2",70000001043339969,Subway,branch,3.1,300,"['Тут знают, что котлеты надо разогревать отдельно . Господи ,спасибо )', 'Жарко, плохое обслуживание, грязно. Неоправданно высокие цены.', 'Вкусные бутеры, делают быстро!', 'Одну звезду ""опытному"" сотруднику Виктории.\nДевушка-стажер немного накосячила с нашим заказом( положила двойную порцию грибов, хоть нужно было одну). Как говорится, мы все учились понемногу, не страшно, бывает. \nДолжен ли покупатель оплачивать ошибки стажера? Нет\n Должен ли ""опытный"" сотрудник язвить и дерзко разговаривать со стажёром? Нет. \nДолжен ли "" опытный"" сотрудник постараться решить ситуацию, вместо того, чтобы сказать, "" воооооообще-то двойная добавка идет в большой саб, вы не уточняли"". Да. \nБыло ли всё это сделано в данном филиале? Было, все, кроме последнего. \nP.S. забрали свои сабы только из-за сочуствия девушке-стажеру. Т.к. ее наставник чуть не убила бедолагу взглядом', 'Пришла сюда, до закрытия оставалось 15 минут, по идее должны работать до 22.00, мне сказали, что уже закрыты и идет уборка, довольно непонятно и считаю, что не правильно, так как заведение находится в пределах вокзала, хотела перекусить, но работники решили закрыться раньше)', 'Холодно и не вкусно \nКофе пойдет', 'Качество еды ужасное. Рыба соленая такая что ее есть невозможно в ролле. Курица то ли испорчена, то ли совсем ни курица а соевое мясо... Грибы ужасные крупные и резиновые, не жуются совсем... Вообщем не доели и половины, все в мусорку. Надеюсь не отравились ( Не рекомендую.', 'Рекомендую зайти на перекус и заодно посмотреть на великолепную коллекцию Лего Гарри Поттер. Будто в музей сходили, огромное спасибо!', 'По вкусности еда средненькая (но за такие деньги наверное и не стоит ожидать большего), зато быстро и очень бюджетно, для перекуса в целом сойдет', 'Персонал на высшем уровне', 'Между рейсами иногда заглядываю сюда отведать сочный сэндвич, и выпить ароматный кофе. Интересная задумка, что можно самостоятельно выбрать начинку. Персонал вежливый и очень приятный в общении. Всегда играет хорошая музыка, да и в целом обстановка комфортная. Буду стараться заходить к вам почаще.', 'К еде претензий нет, а вот кофе стоит как приличный. А по факту это просто жуть. Кофе 3в1 и то намного вкуснее. Ни вкуса кофе, ни молока. У меня ощущение что просто спалоснули упаковку из под молока и вылили мне это в стакан. Даже в магазине Ярче кофе приличней чем у вас.']"
"улица Красноармейская, 151/1",422740746299978,"Колобок.Ру, сеть кафе уютной кухни",branch,3.9,180,"['Что хочется сказать об этом заведении.  Начнём с того, что это все-таки столовая, а не кафе и ресторан. Поэтому и уровень заведения стоит оценивать по заявленному названию. А то некоторые отзывы почитаешь, так прям за 150-250 рублей все хотят ресторанного уровня как еды, так и обстановки. Что касается конкретно этого заведения, то в среднем на 200-250 рублей можно накушаться до отвала. Ем всегда много, но тут доедаю булочку со сгущенкой уже с набитым животом, но вкусно, поэтому доедаю. \nМеню довольно разнообразное, что не может не радовать. Персонал доброжелательный. Бывало, конечно, что забывали отдать блюдо из микроволновки, но это мелочи-не повод корить все заведение. Детский уголок тоже есть, для семейных походов удобно, ребёнок поел и пошёл играть, не балуясь за столом, отвлекая тем самым взрослых. Есть несколько телевизоров, переключить можно программу, с этим проблем не было. Туалет всегда был чистый, бумага, мыло- все в наличие. \nПоэтому по уровню столовой колобок-более чем достойное заведение. Да, бывают очереди, но вы должны понимать, рядом общаги, учебные корпуса. И винить в этом заведение не нужно. Оно не может стать резиновым, только потому что вам негде присесть. \nЧто касается цен, да, они стали немного выше. Но давайте трезво взглянем на это: все дорожает, продукты, свет, вода и т.д. При всём этом, вы хотите, чтобы цены оставались на прежнем уровне. Ну извините. Рядом есть узбечки. Вам туда. Но огорчу, там тоже все дорожает. \nКстати, в Колобке есть скидочная карта- плюсик в копилку. \nПодытожив, хочу сказать, что если не придираться к мелочам, то вполне себе достойная столовая.', 'Ассортимент, цены, обслуживание, интерьер, порядок в зале и  туалетных комнатах - всё на высшем уровне!!! В общем отличная столовая с вкусной едой)', 'Просторно, вкусно, не дорого. Для столовой молодцы!', 'Пришла в велосервис забрать свой готовый велосипед, а там другой человек тоже ремонтируется. Забрала вел, 5-10 минут покаталась, решила перекусить тут, в Колобке. Захожу, а там ОН. Вместе за один столик сели покушать...нашли общие велотемы...с тех пор (с 2016 года) мы близкие друзья ❤️🥰 \nСпасибо, Колобок, у вас уютно, душевно, вкусно и даже судьбоносно 🤗', 'Вкусная еда. Быстрое обслуживание. Приемлемые цены. Едим не первый раз. ', 'Хавчик не вкусный, дорогой и порции маленькие. Не супер для студентов.', 'Очень вкусная еда, вежливый персонал, все по приятным ценам🤗', 'Средний чек на человека 600 р. Для студента, честно говоря, дороговато. Да, обстановка приятная, но не студенческая столовка.', 'Хорошее кафе, еда вкусная, для детей есть игровая комната. Очень вкусный фруктовый чай и блинчики. Персонал приветливый и вежливый.', 'Продают блюда по неверным ценам, после указания на данный факт вызвали администратора, который наорал «ВЫ ЖЕ СЕЙЧАС ВСЕ ТАКИЕ УМНЫЕ СТАЛИ»\nСпору нет, чего желаю и сотрудникам заведения! :)', 'Почему,супов без мяса?', 'Неплохое соотношение цена/качество за некоторые блюда']"
"улица Гагарина, 2",422740746052944,"Инжир, ресторан",branch,4.2,1500,"['Отмечали юбилей серебряной свадьбы с мужем. Нам всё понравилось, кухня, подача блюд, официант Максим. Вино гранатовое,домашние настойки очень вкусные, нет слов. Рекомендую всем. ', 'Отличный ресторан! 🔥', 'Спасибо большое за вкусный ужин! У вас очень уютно, прекрасное обслуживание и отличный плов!)) С огромным удовольствием посетим вас еще!', 'Редко пишу отзывы, но здесь очень вкусно готовят, рекомендую', 'Впервые а Томске, пошли поужинать, в итоге, приземлились только в третьем ресторане. Первый оказался безалкогольным, а мы любим алкоголь)), во втором только суши, зато в Инжире все было отлично. Мы часто ходим в кафе восточной кухни и немного в этом понимаем. Блюда все зашли, могу покритиковать только рулеты из баклажан, по мне грубая нарезка начинки, но это дело вкуса. Остальные блюда похвалю без критики. Классный интерьер, отдельно-обслуживание. Нам помогал Максим, ставлю твёрдую пятёрку за обслуживание: вежливо, по делу, без назойливости и очень профессионально. Придётся придти в следующий приезд из Новосиба! Максим - отдельный респект!🤟', 'Обычно не пишу отзывы, но вчерашний визит в Ваше заведение не понравился настолько, что решил поделиться впечатлениями. Были с девушкой в Вашем заведении вчера вечером. Приятные впечатления начались со входа, где нас никто не встретил, стояли и ждали несколько минут, ибо хостеса (или выполняющие его функции персонала) на месте не было. После того, как к нам подошел немолодой официант (главный герой испорченного вечера), нам было предложено сесть за стол, правда абсолютно ничего не было сказано про то, где можно снять куртки. Дошли до столика, вешалок не увидели, стояли и не понимали, куда положить куртку. После того, как официант увидел наш ступор, нам вынесли вешалки, которые потом мы повесели на импровизированную перегородку за столиком. Далее официант, повторяя наш заказ, не упомянул одну позицию, о чем ему было сказано во избежание путаницы с блюдами. Последовал ответ в очень неприятной форме: «это было названо». Однако уже через 3 минуты официал подошел к нам снова, чтобы уточнить позиции заказа :) На протяжении всего вечера официант вел себя максимально неприятно, что-то между панибратством и общениям с нами так, будто мы его давние и дальние, не очень любимые, родственники. \nПосле заказа последовало долгое ожидание. Блюда при пустом зале выносились столько, что у меня впервые возникла претензия к ресторану по времени выдачи заказа. Более того, первые блюда съедались значительно быстрее, чем выносили вторые. \nОтносительно качества самой еды: не могу сказать, что не вкусно, но это уровень «узбечек», где подобные позиции стоят в несколько раз меньше. Вообще, забегая вперед, скажу, что цена и качество данного заведения вообще не соответствуют друг другу. \n\nПродолжение не вмещается, будет ниже.', 'Очень нравится ваш ресторан! Всегда вкусно! Спасибо за профессионализм и клиентоориентированность! Успехов!', 'Еда вкусная, но все портит отвратительное обслуживание, оно никакое от слова совсем. Некомпетентный администратор (мужчина, к сожалению, не запомнили его имя/фамилию) крайне раздражительный и не в состоянии объяснить, где же наш столик находится, официанты все время где-то пропадают, либо их очень мало, либо для этого заведения это в порядке вещей. Сегодня приехали, нас не могли посадить за стол 15 минут, мы просто стояли посреди зала, и затем еще за столом 15 минут ждали официанта, которая так и не подошла элементарно подать меню, так мы и ушли, не поужинав.', 'На один раз не более', 'Отвратительная работа администраторов и отсутствие клиентоориентированности.', 'Лучшая восточная кухня в городе', 'Молодцы, очень вкусная еда . Красивый ресторан']"
"проспект Ленина, 121",422740746242398,"PastaMama, кафе итальянской кухни",branch,3.6,1200,"['Очень грустно! Так хотелось ризотто но в итоге его не было. Единственное за чем я ходил к вам так это было ризотто! Но видимо с сегодняшнего дня \nВ моем списке заведений вас не будет . Очень грустно. Я люблю когда относиться ответственно к своей работе! И не допускают каких либо оплошностей. Грусть тоска ! \nРизотто на всегда в моём ❤️', 'Просторное и чистое помещение создает приятную атмосферу для посетителей, а официанты хорошо знакомы с меню и составом блюд. Cтолы обслуживают и убирают своевременно, это добавляет комфорта.\nМеню попало ко мне на стол помятым и заляпанным.\nОбширный выбор блюд сказывается на их качестве: еда не вызывает никаких отрицательных эмоций, но цене, на мой взгляд, все же не совсем соответствует. Из положительных моментов можно выделить наличие хорошего выбора десертов. Туалеты чистые, имеется туалет для малоподвижных людей. Кроме того, открытая кухня позволяет посетителям наблюдать за приготовлением блюд.\n\nВ целом, впечатление положительное, но улучшение качества блюд может сделать его более привлекательным для посетителей.', 'Наверное, лучшая паста в городе)) еще очень понравились десерты) минус звезда за интерьер - все-таки ценник выше среднего для кафе в Томске, красивая посуда, а вот сама обстановка тянет больше на столовую', 'Вкусно! Персонал крайне мил. Спасибо!', 'Неудобные стулья\nВысокий ценник для данного заведения\nЗаказывали две разные пасты, в обоих телятина была слишком переварена', 'Здесь тоже брали пиццу, всё понравилось, спасибо', 'Вообще показателем сразу было два занятых столика вечером субботы.. \nУстаревший интерьер, меню не обновляется, пицца на уровне средней доставки. \nТарелки все потресканные и поцарапанные. \nЦенник выше среднего, за эти деньги можно поесть в действительно хорошем заведении. \nЖелаю обновить интерьер и меню, вообще должно быть стыдно так скупиться))', 'Не были 2 года. Радует, что все так же вкусно! Быстро готовят. Вежливое обслуживание', 'Очень вкусно. \nИз минусов не очень удобные сидения, но антураж и еда всё восполняют. ', 'С каждым днем все хуже и хуже!!!!!! Кухня не может справиться даже при 1/3 посадки в зале. Заказ ждём 40 минут.', 'Душевное место, вкусная кухня , все на уровне 👍🏻', 'Ценник выше среднего и его не оправдывает качество еды. Не советую']"
"проспект Мира, 19а",70000001029069533,"ХинКали-GaлИ, кафе",branch,3.5,550,"['Добрый день. Сильно понравилось кафе ""ХинКали-GaлИ"" : во первых самое главное это очень вкусная еда! Блюда сытные, свежие сочные, таких хинкали я не ел нигде в Томске, это эксклюзивное место, кто не пробовал Грузинскую кухню сразу в нее влюбится. По поводу интерьера, я бы на месте хозяина заведения добавил перегородки, для создания чувства приватности в местах посадки клиентов, но это не критично. Обслуживание вежливое и приятное, чаевые таким официантам не жалко давать. По соотношению цена/качество заведение приятно удивит - за сравнительно средний бюджет посещения кафе можно очень сытно и вкусно покушать, причем подозреваю что вы все не съедите, а заберете с собой домой кушанье, как это сделали мы. В общем очень рекомендую тем, кто еще ни разу не посещал это заведение или не пользовался их доставкой, особенно обратите внимание на хинкали, хороши! P.S. доставка приехала вовремя, блюда были горячие, твердая пятерка!', 'Прекрасный вежливый коллектив, все очень вкусно. \nНо, есть одно упущение. Нет детского уголка. Было бы чудненько, если бы он был. Пока ждём свои любимые блюда, дети были бы заняты своим делом. За счёт детского уголка проходимость увеличиться и чек тоже', 'Заказали шашлык куриный и овощи гриль, которые были почти сырые! Попросили счёт, я сказала, что овощи не доготовленные. На что официантка (та ещё хамка, в ответ ""Я сказала поварам. У нас так готовят. Это альденте. И вообще никто не жаловался"" \nЗнаете я человек не скандальный, но в ответ хотела услышать хотя бы извинения, а не хамство и грубость. Больше в ваше заведение ни ногой. Я знаю , какие бывают Овощи гриль, часто их заказываю, извините, тут баклажан с кабачком даже не откусить было. А официантка просто поразила меня. Извините, но клиент всегда прав, и можно было уладить ситуацию мирно. Хотя бы извиниться, а не качать права дальше.', 'Приятное заведение, заезжали днем  пообедать.  Чисто,  вежливые обслуживани. По меню большой выбор - думаю при случае заедем ещё!', 'Не самое удачное кафе\nСалат принесли кислый, соус ткемали на себя не похожий\nЗаказали помимо всего хинкали \nВ итоге их не принесли, уточнили у официанта, когда будут, в итоге получили ответ, что их Даже не начали готовить. Решили отказаться\nХачапури вкусное, солянка не плохая\nНеоправданно дорого, занимаются перепродажей газированной воды с завышением цены в 2,5 раза от магазинной\nНе советую, в целом', 'Без лишних слов, доставка хачапури по гурийски с доп ""белком""\nНу и долгая доставка', 'Работать не хотят. Еда и так на троечку. Закрыли доставку за 15 минут до времени написанном на сайте ""22:40"". в 22:25 уже не мог сделать заказ.\nИзвинения засуньте в книгу отзывов.', 'Вкусно всегда ', 'Все очень вкусно, обслуживание на высоте.', 'Интересное место', 'Добрый вечер)\n\nЗаказала доставку на дом…\n-пицца «Маргарита» на 2.5 из 5, соленое тесто почему то, слишком много томатного соуса, на любителя\n-паста сливочная с курицей, на 3.5 из 5, курица большими кусочками, сухая и твердая, есть ощущения, что не свежая, макароны и соус вкусно \n-хинкали вкусные 5 из 5 \n-шашлык куриный 5 из 5\n\nКак-то так))', 'Отличное место, вкусно, качественно. Атмосфера просто супер, официантов много и они работают быстро и с улыбкой, поварам огромное спасибо, так же и хозяевам этого чудного местечка. Дай бог вам удачи, успехов, улыбок посетителей и по больше посетителей.\nОтдельно отмечу официанта Викторию с положительной стороны как профессионала!']"
"улица Гагарина, 2",422740746095314,"Бамбук, ресторан паназиатской кухни",branch,4.1,1500,"['Роллы как всегда вкусные, лучшие в городе. Но размер самих ролов значительно уменьшился- это слегка огорчает.', 'Весь вечер не можем дозвониться до вас.', 'Самые вкусные суши в городе, прекрасное обслуживание!', 'Роллы отличные. Лучший рестик в городе - это факт)', 'очень хорошее место:)', 'Вспоминая, данное заведение пару лет назад оставались приятные воспоминания. Вот и решили сходить в ""Бамбук"" поужинать вкусной едой. Но не тут то было. Заказав одну порцию супа,роллы на второе и роллы для для девушки, принесли первым суп совсем не думая, что второй человек будет просто сидеть и смотреть как первый ест. Странно. Дождались роллы и приступили совместно к трапезе. Скажем так, суп Том-Ям, в данном заведении, самый дорогой среди тех заведений где бывали, и это не только Томск. Но не смотря на цену, он просто ужасен на вкус. А роллы, ну это просто не приятная на вкус субстанция, которую готовили не прилично долго, так ещё и не вкусно. Вообщем ""Бамбук"" уже не тот.', 'Отличное заведение, роллы особенно мне здесь нравятся. Стоимость полностью оправданна. Но роллы я бы сделал чуть побольше', 'Приятная обстановка. Можно посидеть.', 'Вкусные роллы, место понравилось.', 'Офигенное место. Лучшие роллы как по мне)', 'Роллы и горячее суперские', 'Вкусно!  Рекомендуем) ']"
"проспект Фрунзе, 77",70000001065542142,"Додо Пицца, сеть пиццерий",branch,4.1,514,"['Все отлично 🙌🏻', 'Красивые милые девочки, как за стойкой, так и в кухне, приятные люди, чистые, аккуратные, без тату и пирсинга. Готовят очень быстро. Отличный дизайн, планировка и ремонт в помещении! однозначно заслуживает к посещению!', 'Нам очень нравится. Доставка быстрая, пицца горячая и вкусная!', 'В заведении довольно приятно, из минусов: нельзя выбрать кусочек любой пиццы попробовать, нужно целый круг брать. Приходится довольствоваться тем что предложат, не понятно с чем это связанно. На столах нет меню нужно стоять толпиться у кассы.', 'Приятный интерьер. Все чисто и опрятно. Заказ был с собой. Понравился держатель для пиццы-плюсик за экологичность. Персонал очень дружелюбный. Девушка на кассе молодец. Заказ забирал вечером 02.05.2023. Ждите еще)', 'Хороший интерьер, все чисто, аккуратно', 'Люблю ваши кафе, так как здесь уютно, есть розетки, все сделано для комфорта. Но когда мне не могут налить питьевой водички в стакан очень разочаровывает. Воду только покупать. Было бы здорово, если бы вы наливали воду в стакан или в многоразовую бутылочку для воды, так как для меня важно не пользоваться одноразовым пластиком)', 'Очень быстро и вкусно 🤤 Благодарю', 'Очень вкусная пицца!!! Готовят быстро. С детьми посещаем регулярно данную пиццерию. Советую!!!!', 'Хорошее место, рабочие розетки возле каждого столика, wi-fi, к сожалению как и везде есть музыка, поэтому не совсем комфортно сесть поработать, но для отдыха идеально 👌', 'Первый раз зашёл и ни разу не пожалел! Удобное расположение, дружелюбный персонал, быстрое обслуживание, невысокие цены, вкусная пицца, остановка автобуса прям на выходе из заведения - что ещё надо!', 'Делают вкусно и быстро.']"
"Яковлева, 59",70000001041145942,"Ё, служба доставки суши и роллов",branch,4.1,0,"['Быстрая доставка всё супер', 'Фаворит среди остальных!', 'Всегда свежие и вкусные!!!', 'Очень вкусно! Покупаем только тут,сервис очень хороший,но пришлось ждать долго (3-4 часа)', 'Вкусные роллы, быстрая доставка даже в пятницу вечером)', 'Довольно быстро собрали заказ и обслужили. Спасибо большое.', 'Привезли вовремя, спасибо 👍', 'Заказывала уже 3 раз набор роллов, и сегодня было очень-очень вкуснейшо!', 'Очень редко заказываю роллы, буквально раз, максимум два раза в году, но если заказываю, то только здесь. Всегда всё очень нравится. Вчера заказал набор ""Бич"". Приехали достаточно быстро. Объелся до отвала с таким удовольствием! Когда-нибудь я разбогатею и буду питаться только здесь. Поскорей бы!', 'Заказала в первые,заинтересовало название 🤣🤣🤣 а оказывается и вправду очень вкусно, спасибо 🤝 Буду на постоянной основе заказывать 👌', 'Очень вкусно \nИ очень быстрая доставка)', 'все было очень вкусно, доставка очень быстрая. работают добрые и милые люди. советую']"
"Асфальтовый переулок, 8",70000001029908413,"Бургер Кинг, сеть ресторанов быстрого питания",branch,2.5,450,"['Все понравилось, вкусно', 'Долго отдавали заказ', 'Сегодня, 10.04.2023г. Заказал 28 крыльев на самовывоз. В упаковке дали, приехали домой, открыли, и вот что (на фото) 28 маленьких крыльев, что даже меньше половины ведра. Это издевательство какое-то, отдал 800 с чем-то рублей за вот это.', 'отличные бургеры', 'классные бургеры, частенько тут покупаю', 'Ребята добрые и вежливые, молодцы 🥰 \nОднажды случился казус, но всё быстро разрулили и в качестве извинений угостили кексиками. Бк в сердечке \U0001fa77', 'Заказала : Цезарь Кинг 2 шт. Гранд чиз фреш.\nЭто огромное разочарование. \n1) Чек мне не отдали. Не спросили, нужен ли чек. В пакет не положили. \n2) В небольшой пакет поместились три бутерброда. Цезарь Кинг крошечные. Маленькие бутерброды, каждый который по 150 рублей. Суховат, но терпимо. Соус кислит, курица не плохая. Она хотябы ощущается, в отличии от гранд чиз фреш за 300 рублей. То что показано на сайте, и то что в реальности это очень большие отличия. Максимально безвкусная, сухая, тонкая котлета из говядины. Она просто никакая, вот вообще. Никакая. До не приличия пресная, тонкая и сухая. Когда я это ела, я прибывала в тоске и унынии от каждого своего укуса. Лук не вкусный. Помидор не вкусный. Котлета не вкусная. И сухость этого бутерброда, который как заявлено на сайте точно сочный, разбавляет посредственный соус барбекю. Только он и чувствуется. Я ела сухую , пресную, тонкую ""котлету"", мягкую булку перемешанную с соусом похожий на кетчупом. Все. \n Это очень грустно, что такое не вкусное нечто готовится людям. Сейчас столько классных заведений, где умеют готовить по настоящему вкусные бургеры, где присутствует разнообразие вкуса. Зачем я решила взять эти бургеры здесь, не знаю. Правда, привлекла картинка на сайте. Но разочаровалась как только попробовала. С курицей ещё норм. Проходимый перекус. С говядиной тоска, уныние, печаль.\nБыла 2 мая в районе 10:00', 'вкусные бургеры, сколько брала всегда огнище', 'Любимые бургеры!', 'взяли вчера на вынос роллы и бургеры. нам понравилось', 'неплохие бургеры, особенно вопер', 'Хорошее место']"
"проспект Фрунзе, 90",70000001029574004,"Гости, кафе",branch,3.9,800,"['Хорошее место', 'Кухня приличная, даже вкусная. Атмосфера приятная. Официанты любезные. Но что портит впечатление напрочь,это работа кухни. Час на завтрак это жесть. Причем блюда были и из ""дежурного меню"". Если вы решили быстро позавтракать - вам явно не сюда. Планы дня просто разлетаются в клочья.', 'Были вдвоём с девушкой, что сразу понравилось это просторный светлый позитивный интерьер, приветливые и вежливые официанты.\nОчень понравилось меню, выбор блюд, адекватные цены.\nКогда вынесли блюда, мы были приятно удивлены подачей, подача была выполнена очень качественно и презентабельно, так и хотелось тут же проглотить блюдо целиком, настолько аппетитно оно выглядело.\nИ наконец расскажу о вкусе и качестве самих блюд. На самом деле делать комплименты, хвалить сложнее, чем критиковать, и это как раз тот случай. Блюда просто таят во рту, это просто райское наслаждение, гастрономический оргазм. Мы заказали достаточно много блюд на завтрак, т.к. были очень голодными. Понравилась даже, казалось бы, простецкая овсяная каша со смородиновым вареньем, банальная глазунья была подана с салатом, блинчики с манговым пюре и сгущенкой были божественны (вкусные даже сами блины, само тесто, сделаны очень качественно), а сырники с ягодный сиропом заслуживают всяческих похвал, таяли во рту.\nКстати, латте с карамелью и орехами было лучшим латте, что мы когда-либо пробовали. А кофе мы пьём постоянно, причём в разных уголках земли, городах и странах. \nНаверное, я очень вкусно описываю наши впечатления от блюд, но это всего лишь слова) Рекомендую посетить данное кафе и попробовать все самим.\nИ, скорее всего, вам сюда захочется вернуться, как и нам. В Томске мы всего лишь гости, но в это заведение мы ещё обязательно вернёмся)', 'Потрясающее место. Каждое блюдо - восторг! Даже обычная глазунья подана интересно и со вкусом. Большое внимание уделяется деталям. Вы супер!', 'Прекраснейшее кафе. Всегда безумно вкусная еда, лучшая в городе👍 Сервис на высочайшем уровне👍 Спасибо, что вы есть❤ К вам всегда приятно приходить🙂', 'Была впервые в этом заведении, по рекомендации ☺️\nВ заведении красиво, вежливый персонал и все очень вкусно 🤤 ', 'Очень вкусный бизнес ланч! Салатик с уткой просто бомба. Размер порций для меня оптимальный, позволяет взять несколько блюд.', 'Отличное место. Хорошее меню. Персонал и интерьер. Рекомендую', 'Приятный персонал!', 'Пришли на фестиваль «лучший завтрак Сибири» и ждали свой завтрак больше часа! \nЕще удивило и расстроило то, что на сайте фестиваля были указаны 3 позиции в меню, но по факту их оказалось 2 (на сайте не уточнялось, что блюда на выбор).\n\nНе понравилось. И ждать завтрак час - это не нормально. Больше не хочется к вам приходить.', 'Красивый, эстетично оформленный зал, уютный летник, приятная атмосфера. Вежливое обслуживание.\nИз блюд моя безусловная любовь это драник с лососем! Но попробовав новое меню , появились ещё фавориты. Очень понравились \n- Креветки с черри и шпинатом в соусе берблан\n- Цветная капуста с миндальным кремом и сливками \n- салат с ростбифом и красным песто\nСоусы и крема нежнейшей консистенции и гармоничного вкуса!\nСоветую попробовать лимонады и алкогольные коктейли, они чудесные и прекрасно дополняют блюда.\nСпасибо за обслуживание, с удовольствием буду возвращаться вновь!', 'Пришли на ресторанный фестиваль «лучший завтрак Сибири», порции хорошие, позволяют попробовать все и не объесться, время ожидания небольшое. Ушли довольные и сытые, обязательно вернемся.']"
