,ingredients,vegetables,meat,seafood,fruits,mushrooms,grains,id,dish,label
252307,вина любви приглашайте вторую половинку проведите время бокалом вкусного вина тёплыми беседами,0.46729398,0.45745468,0.49868935,0.4497182,0.558827,0.49731335,70000001044756053,Винное воскресенье,Акция Воскресенья
252308,будням 1200 1800,0.46972808,0.46596274,0.50779027,0.4547505,0.557628,0.5020808,70000001044756053,Бизнес,Паровые коктейли
252309,18ч будням выходные дни,0.47314674,0.4585318,0.5059585,0.45166433,0.5513672,0.48814762,70000001044756053,Премиум,Паровые коктейли
252310,зависимости пожелания гостяот 1300р,0.47223592,0.46358123,0.50922716,0.453913,0.54029053,0.4915271,70000001044756053,Авторский,Паровые коктейли
252311,арбуз томаты лайм шпинат соус терияки сливочнокопчёный сыр кедровый орех 225г,0.47558975,0.47002187,0.5042636,0.45213684,0.5558757,0.4925917,70000001006736825,"Салат с арбузом, томатами и копчёным сливочным сыром",Салаты
252312,осьминог картофель беби шпинат томат томатный соус хлеб закваске сыр гранападано 300г,0.4723431,0.47228765,0.498429,0.4478009,0.55643153,0.49329692,70000001006736825,Осьминог в томатном соусе с картофелем беби и томатами,Горячее
252313,авторские латтесолёная карамель salty caramel заменить молоко напитке380ml190р 500ml240р,0.46973985,0.47668803,0.5028992,0.45353398,0.5571796,0.49838537,70000001026873949,Солёная карамель,Кофе
252314,авторские латте сырный латте cheese latteможно заменить молоко напитке380ml1210р 500ml260,0.46677086,0.48313004,0.5005935,0.45167032,0.55659336,0.4904566,70000001026873949,Сырный латте,Кофе
252315,авторские латте кедровый cedar latteможно заменить молоко напитке380ml330р 500ml440р,0.4688106,0.47877952,0.50620866,0.4520644,0.5530357,0.4946734,70000001026873949,Кедровый,Кофе
252316,авторские рафы цитрусовый раф citrus rafможно заменить молоко напитке380ml190р 500ml240р,0.4698079,0.4777822,0.50668776,0.45209977,0.554162,0.49544796,70000001026873949,Цитрусовый раф,Кофе
252317,авторские рафы кокосовый раф coconut rafможно заменить молоко напитке380ml200р 500ml250р,0.47006685,0.4820293,0.5061123,0.45391357,0.55244875,0.49593392,70000001026873949,Кокосовый раф,Кофе
252318,авторские рафы ягодный раф berry rafмолоко заменить напитке380ml200р 500ml250р,0.4710915,0.4806086,0.507317,0.4533287,0.55280775,0.4947906,70000001026873949,Ягодный раф,Кофе
252319,авторские рафы ореховый раф peanut rafможно заменить молоко напитке380ml210р 500ml260р,0.46954235,0.4798999,0.5071841,0.45313582,0.55253446,0.49383864,70000001026873949,Ореховый раф,Кофе
252320,латте latte380ml150р 500ml190р,0.4656842,0.47714218,0.5098803,0.45522216,0.5537398,0.49299607,70000001026873949,Латте,Кофе
252321,капучино cappuccino380ml160р 500ml200р,0.47276565,0.4850904,0.5098769,0.46251017,0.5569887,0.49693355,70000001026873949,Капучино,Кофе
252322,раф raf380ml200р 500ml250р,0.4722581,0.4868328,0.513532,0.4622963,0.5419345,0.49941513,70000001026873949,Раф,Кофе
252323,флэт уайт flat white,0.4627788,0.45656422,0.5080968,0.4530527,0.5365946,0.47954604,70000001026873949,Флэт Уайт,Кофе
252324,черный кофеамерикано americano,0.47779268,0.4583444,0.5106814,0.4590645,0.54364187,0.48790747,70000001026873949,Американо,Кофе
252325,эспрессо espresso,0.4930488,0.4583272,0.50234216,0.4536891,0.53464895,0.48838344,70000001026873949,Эспрессо,Кофе
252326,шоколадные напитки какао cocoa200ml150р 380ml170р,0.46844324,0.48201737,0.507732,0.45530972,0.55005807,0.4950579,70000001026873949,Какао,Кофе
252327,шоколадные напитки сникерс snickers,0.4677595,0.4594013,0.5036729,0.45279866,0.53993714,0.4908156,70000001026873949,Сникерс,Кофе
252328,шоколадные напитки горячий шоколад hot chocolate200ml180р 300ml 200р,0.46702117,0.47475663,0.49787503,0.45730942,0.5545725,0.49704748,70000001026873949,Горячий шоколад,Кофе
252329,классические сырники cheese pancakes,0.46826136,0.46913108,0.50479513,0.45891932,0.54133654,0.49418405,70000001026873949,Классические сырники,Завтрак
252330,сырники ириской toffy pancakes,0.46942973,0.46718606,0.5050219,0.45611504,0.53465015,0.49106568,70000001026873949,Сырники с ириской,Завтрак
252331,сырники кокосом pancakes with coconut,0.46828225,0.47177944,0.5004621,0.46702918,0.5336171,0.4882752,70000001026873949,Сырники с кокосом,Завтрак
252332,сырникирикотта клубничным соусом riccotta pancakes with strawberry sauce,0.46032068,0.47317183,0.5012483,0.45883036,0.5385889,0.48654145,70000001026873949,Сырники-рикотта с клубничным соусом,Завтрак
252333,рисовая каша молоке rice porridgeможно добавить банан сливочное масло,0.46562397,0.47312048,0.4949665,0.45193657,0.5488405,0.4913013,70000001026873949,Рисовая каша на молоке,Завтрак
252334,овсяная каша молоке oatmeal porridgeможно добавить банан сливочное масло,0.46554893,0.46768412,0.49443796,0.44994447,0.55503947,0.49318853,70000001026873949,Овсяная каша на молоке,Завтрак
252335,каша кокосовом молоке coconut milk porridgeможно добавить банан сливочное масло,0.46292335,0.47807902,0.48937902,0.45388332,0.55122954,0.4900575,70000001026873949,Каша на кокосовом молоке,Завтрак
252336,цыплёнок bbq bbq chickenсэндвич цыплёнком шз пшеничный хлебсыр чеддар белый метрошев соус bbq чесночный,0.47164384,0.466674,0.49603492,0.45888972,0.55480933,0.4954571,70000001026873949,Цыплёнок BBQ,Закуски
252337,цыплёнок сыром chicken cheese,0.46066955,0.46775463,0.49977848,0.45315593,0.53798157,0.48442766,70000001026873949,Цыплёнок с сыром,Закуски
252338,вегетариаский vegetarian sandwich,0.47965688,0.45832956,0.5089907,0.4597988,0.53719723,0.4890854,70000001026873949,Вегетариаский,Закуски
252339,круассан копчённой рыбкой smoked fish croissant,0.4660693,0.4659522,0.50466883,0.46225953,0.5377236,0.48433593,70000001026873949,Круассан с копчённой рыбкой,Закуски
252340,круассан тунцом tuna croissant,0.46427417,0.4686017,0.49828535,0.45973912,0.5385755,0.4899042,70000001026873949,Круассан с тунцом,Закуски
252341,матчалатте matcha latte,0.4626075,0.46230137,0.4981483,0.4514258,0.534832,0.48565802,70000001026873949,Матча-латте,Напитки
252342,блю матча blu matcha,0.45508543,0.46019292,0.49792516,0.4533755,0.5414111,0.4927725,70000001026873949,Блю матча,Напитки
252343,чай ассортименте tea in assortment,0.4723677,0.46579155,0.5006119,0.46254015,0.534216,0.4901745,70000001026873949,Чай,Напитки
252344,молочный коктейль ассортименте milk shake in assortment 350ml,0.4688098,0.46598282,0.5000734,0.46607965,0.5376371,0.49109066,70000001026873949,Молочный коктейль,Напитки
252345,морковный фреш сливками carrot fresh 250ml,0.47973555,0.46550807,0.5060568,0.47165486,0.54393524,0.48926425,70000001026873949,Морковный фреш со сливками,Напитки
252346,апельсиновый фреш orange fresh 250ml,0.4822811,0.4630136,0.50324035,0.4749873,0.54584366,0.48671156,70000001026873949,Апельсиновый фреш,Напитки
252347,морсы ассортименте berrydrinks 500ml,0.4776831,0.45944744,0.5052315,0.45956948,0.55523366,0.49457872,70000001026873949,Морс,Напитки
252348,фарш говядины свинины пф лук пассированный пф специи соль яйцо молоко питьевое сухари панировочные масло растительное,0.47505626,0.46653494,0.49738908,0.45227867,0.5580392,0.4941029,422740746299978,Котлета домашняя,Горячие блюда
252349,фарш куриный красного мяса филе пф лук репчатый свежий очищенный пф яйцо соль специи сухари панировочные масло растительное,0.47405666,0.46701923,0.4990731,0.45320198,0.557919,0.4955468,422740746299978,Биточек куриный,Горячие блюда
252350,филе куриной грудки аджика майонез соевый соус специи соль масло растительное,0.47288984,0.46467507,0.49878415,0.44823673,0.555334,0.49268058,422740746299978,Курица -гриль,Горячие блюда
252351,аджика майонез соевый соус специи масло растительное филе бедра тушки куриной,0.47210473,0.46634072,0.4992674,0.44875368,0.55357414,0.49087662,422740746299978,Стейк из окорочка,Горячие блюда
252352,колбаски домашние пф масло растительное,0.471975,0.466469,0.50286895,0.45154852,0.5459518,0.48507884,422740746299978,Колбаски домашние,Горячие блюда
252353,филе куриной грудки масло растительное шампиньоны свежие жареные морковь перец болгарский фасоль стручковая тесто лазаньи домашней лапши соевый соус специи кунжут гр,0.47283018,0.46599707,0.4965665,0.45465478,0.5629112,0.5054338,422740746299978,Удон с курицей и овощами,Горячие блюда
252354,филе куриной грудки тесто лазаньи домашней лапши масло растительное чеснок шампиньоны свежие жареные молоко питьевое сыр плавленный сливочный специи сливки 33 соль,0.47039992,0.46583724,0.49589363,0.45469046,0.56384474,0.50479597,422740746299978,Паста сливочная с курицей и грибами,Горячие блюда
252355,бульон костный пф картофель капуста св фасоль бобовая отварная пф лук пассированный пф морковь пассированная пф свекольная заправка пф соль чеснок очищенный пф специи зелень сметана,0.46928656,0.4613902,0.49636418,0.45019382,0.56316763,0.5012419,422740746299978,"Борщ ""Сибирский""",Супа
252356,бульон костный пф картофель масло растительное лук репчатый свежий очищенный пф томатная паста пф колбаса пк колбаса вареная курица копченая мякоть пф огурцы соленые маслины соль сахар специи лимон сметана зелень,0.47105566,0.46629283,0.49450684,0.45113248,0.5645454,0.50394154,422740746299978,Солянка домашняя,Супа
252357,бульон куриный пф картофель морковь пассированная пф лук пассированный пф сыр плавленный сливочный филе куриное отварное пф соль специи зелень,0.47292998,0.4600922,0.49829507,0.45398363,0.55888236,0.4982994,422740746299978,Сырный суп с курицей,Супа
252358,картофель соль молоко питьевое масло сливочное,0.47142866,0.46432728,0.49982578,0.44984978,0.55039006,0.48581806,422740746299978,Картофельное пюре,Гарниры
252359,макароны соль масло сливочное,0.46991554,0.46237326,0.50241405,0.45444122,0.547244,0.4847716,422740746299978,Макароны отварные,Гарниры
252360,рис круглозерный соль масло сливочное,0.47512093,0.46301144,0.503595,0.45402423,0.5471325,0.48817155,422740746299978,Рис отварной,Гарниры
252361,гречка соль масло сливочное,0.4692346,0.45972705,0.5034067,0.45345208,0.54477096,0.48881516,422740746299978,Гречка,Гарниры
252362,картофель масло растительное лук репчатый соль специи зелень шампиньоны свежие жареные 1 кг,0.47223452,0.46452042,0.49761805,0.45441815,0.56083286,0.49775577,422740746299978,Картофель жареный со свежими шампиньонами,Гарниры
252363,молоко питьевое рис круглозерный соль сахар масло сливочное,0.47513542,0.46474725,0.501511,0.44862437,0.5523196,0.48707956,422740746299978,Каша рисовая молочная,Завтраки
252364,яйцомолоко питьевоемасло растительноесоль,0.47115916,0.4602822,0.50163597,0.45281345,0.54694974,0.48860407,422740746299978,Омлет натуральный 1 кг,Завтраки
252365,творог манная крупа сахар яйцо ванилин мука пшеничная вс мука пшеничная вс масло растительное,0.46952254,0.46549267,0.49617675,0.45073146,0.5584473,0.49428257,422740746299978,Сырник,Завтраки
252366,творог яйцо сахар манная крупа ванилин масло растительное,0.47069302,0.468096,0.50105816,0.44995943,0.5531384,0.4913112,422740746299978,Запеканка из творога,Завтраки
252367,мука пшеничная вс тесто сдобное дрожжевое пф фарш творожный пф шоколадная крошка масло растительное астри глазурь ванильная вода 1,0.46842635,0.46663845,0.49386698,0.45060268,0.5632448,0.49890152,422740746299978,"Булочка ""Улитка""",Выпечка
252368,тесто блины пф масло растительное масло сливочное,0.47110894,0.46380335,0.50191194,0.4522844,0.55419856,0.4873173,422740746299978,Блин 1шт,Выпечка
252369,мука пшеничная вс тесто слоеное дрожжевое пф вишня повидлом пф яйцо масло растительное,0.47176036,0.46438882,0.49592072,0.44759652,0.55669516,0.491103,422740746299978,Слойка с вишней (домашняя),Выпечка
252370,мука пшеничная вс тесто сдобное дрожжевое пф сосиска яйцо масло растительное,0.47175062,0.4657417,0.4958145,0.44689476,0.5560087,0.49019867,422740746299978,Сосиска в тесте,Выпечка
252371,170гр,0.4768897,0.47371325,0.51538926,0.45866397,0.5215069,0.49459726,422740746052944,Строганина из муксуна,Восточные салаты и закуски
252372,традиционную колбасу конины приготовили узбекской татарской технологии,0.4754014,0.46723336,0.49906585,0.4538166,0.5577535,0.4889173,422740746052944,Казы - ассорти,Восточные салаты и закуски
252373,легкий салат яблок капусты зерен граната свежесть блюда манит глоток воды пустыни,0.47099,0.4624031,0.49995816,0.44915494,0.5589977,0.490047,422740746052944,Олма,Восточные салаты и закуски
252374,гранатовым соусом кинзой,0.47280318,0.46512285,0.50638014,0.4530658,0.5461261,0.4843149,422740746052944,Салат из сладких помидоров и сыра Фета,Восточные салаты и закуски
252375,помидорами огурцами сыром фета грецкими орехами,0.4734405,0.4718831,0.5040592,0.4426466,0.54682964,0.49110904,422740746052944,Рулетики из баклажанов,Восточные салаты и закуски
252376,домашний салат запеченного болгарского перца помидоров вяленой казы,0.47411063,0.4643367,0.501249,0.44973373,0.55820805,0.48948854,422740746052944,Зейтун Казы,Восточные салаты и закуски
252377,домашний узбекский салат говядины помидоров обжаренных баклажанов болгарского перца специй,0.47775435,0.46870592,0.49750188,0.4525004,0.5566562,0.48742706,422740746052944,Семург,Восточные салаты и закуски
252378,традиционный восточный салат рисовой лапши сочной говядины свежих огурцов болгарского перца,0.47283295,0.46609187,0.50078964,0.45114374,0.5547887,0.49357387,422740746052944,Чимтик Тили,Восточные салаты и закуски
252379,арабский кускус курицей овощами,0.477007,0.46870834,0.5052695,0.45288882,0.5426351,0.48521027,422740746052944,Марракеш,Восточные салаты и закуски
252380,сытный салат сочной говядины языка картофеля моркови зеленого горошка яйцом заправлен майонезом,0.4698439,0.46400315,0.4991111,0.45094335,0.56169844,0.49563444,422740746052944,Ханум,Восточные салаты и закуски
252381,свежих огурцов редиса домашним йогуртом зернами граната,0.47405726,0.47258496,0.5027868,0.44999573,0.55222225,0.48786786,422740746052944,Бахор,Восточные салаты и закуски
252382,это блюдо домашней лапши ароматной баранины овощей специй называют звездой востока,0.47213736,0.46407056,0.49783564,0.45309207,0.561434,0.49186304,422740746052944,Лагман,Восточные Супы
252383,густой освежающий холодный супна основе айрана говядинойязыком огурцами зеленью,0.47494245,0.4626474,0.4991487,0.45446694,0.5564013,0.4889842,422740746052944,Окрошка Чалоп,Восточные Супы
252384,прозрачный ароматный супиз баранины нутом морковью,0.47324643,0.45952445,0.5022978,0.4554998,0.5585592,0.48835325,422740746052944,Шурпа,Восточные Супы
252385,начинкой адыгейскогосыра сулугуни,0.46769065,0.465635,0.5043535,0.45497313,0.5487591,0.48763117,422740746052944,Хинкали с сыром,Горячие блюда
252386,налепленные нежными ручкамивосточных женщин,0.47268337,0.45628163,0.50911176,0.46288604,0.5555406,0.49018565,422740746052944,Манты картофельные / тыквенные,Горячие блюда
252387,налепленные нежными ручкамивосточных женщин,0.47268337,0.45628163,0.50911176,0.46288604,0.5555406,0.49018565,422740746052944,Манты с бараниной,Горячие блюда
252390,мясом молодого бычка,0.46154332,0.4638884,0.502285,0.44994456,0.5478992,0.48836377,422740746052944,Сочный чебурек,Горячие блюда
252391,тыквой,0.4703592,0.46007296,0.5103358,0.45746914,0.5390078,0.4853221,422740746052944,Хрустящая духовая самса,Горячие блюда
252392,курицей бараниной,0.4695773,0.46710926,0.50724566,0.45593622,0.5413618,0.48800108,422740746052944,Хрустящая духовая самса,Горячие блюда
252393,приготовленный рецепту нашего шефповараиз лучшего узбекского риса девзирас бараниной тающей рту,0.47204873,0.46830449,0.49918297,0.45177296,0.5580593,0.4925351,422740746052944,Главное блюдо Дастархана — Плов,Горячие блюда
252394,приправленные йогуртомзёрнами граната кинзой,0.47628242,0.460349,0.50816864,0.45384496,0.5525421,0.48733768,422740746052944,"Язык, запечёная баранина с марокканскими баклажанами",Горячие блюда
252395,жаркое корейки овощейукрытое хрустящей лепёшкой,0.47023442,0.4627211,0.5046532,0.45379993,0.5527576,0.48883557,422740746052944,Жаркое из барашка,Горячие блюда
252396,сервируется душой любовью столана двоих 350 г 1490 рна троих 500 г 1890 р,0.46605533,0.47263578,0.50163156,0.45467988,0.56294924,0.502261,422740746052944,Султан-стейк из телятины,Горячие блюда
252397,сервируетсяс овощамигриль,0.47780725,0.45449546,0.5065544,0.45411617,0.55661637,0.48974836,422740746052944,Тигровые креветки на углях,Шашлыки
252398,большой шашлыкиз отменной телятины,0.47104755,0.45762816,0.5059949,0.4554798,0.54929996,0.48480096,422740746052944,Махсус-кабоб,Шашлыки
252399,старинному рецепту поваравеликого эмир,0.47268242,0.47158587,0.5054993,0.44651577,0.5456107,0.48844165,422740746052944,Кийма-шашлык из курицы с восточными травами,Шашлыки
252400,шашлык сочного мяса барашка,0.46315265,0.4648676,0.5017557,0.44937736,0.54943144,0.4927858,422740746052944,Узбекча-кабоб,Шашлыки
252401,наш фирменный шашлык курицы,0.46926555,0.45652154,0.50642765,0.45518747,0.5490623,0.49108332,422740746052944,Товук-кабоб,Шашлыки
252402,сервируетсяс отварным картофелем,0.4751217,0.4632885,0.5057575,0.44632357,0.55632126,0.49163696,422740746052944,Шашлык из язычка чёрного барашка,Шашлыки
252403,люлякабоб,0.45947936,0.46577543,0.50803447,0.45719004,0.54709846,0.47971767,422740746052944,Кийма-шашлык из баранины с мятой и зёрнами граната,Шашлыки
252404,соус свежих помидоров 80 рткемали 95рдомашнее лечо 90рмегрельская аджика 80раджика 70ргранатовый соус 70р,0.4743739,0.4713202,0.5000559,0.4552853,0.5565382,0.5018164,422740746052944,Соусы,Гарниры и соусы
252405,клюквой соусомиз чёрного кужута,0.466637,0.46821943,0.5015304,0.44966197,0.5493285,0.4876389,422740746052944,Айс-крим Yuzu чизкейк,Десерты
252406,малиновым соусом,0.4713878,0.46253976,0.50781953,0.45461527,0.54616183,0.4856026,422740746052944,Маковое узбекское мороженое,Десерты
252407,кокосовым сорбетоми малиновым соусом,0.47227716,0.46742088,0.50454915,0.44901958,0.5485226,0.48636693,422740746052944,Зефирное суфле,Десерты
252408,помидорыогурцыперец болгарскийредисзелень,0.47834542,0.45686638,0.50680214,0.45114014,0.55434394,0.49120528,70000001029069533,Овощная тарелка (330г),Закуски
252409,помидорысыр домашнийзелень,0.4797077,0.45609567,0.5084989,0.45819917,0.5469147,0.48458073,70000001029069533,Помидоры и сыр (100/75г),Закуски
252410,свежая зелень ассортименте,0.47068098,0.45602515,0.5031226,0.45597878,0.55189395,0.488926,70000001029069533,Зеленая тарелка (125г),Закуски
252411,белокочанная капуста маринованная свеклой чесноком чилиперцем ароматными травами,0.46835673,0.46730334,0.49921647,0.4505002,0.55733854,0.4957195,70000001029069533,Капуста по-гурийски (185г),Закуски
252412,сыр сулугуни жареный сковороде панировке пшеничных сухарей яиц молока,0.46922672,0.46554393,0.49873868,0.45069996,0.55678314,0.49559158,70000001029069533,Сулугуни жареный (190г),Закуски
252413,пикантная пепперони мнооого моцареллы томаты томатный соус,0.4699744,0.46037915,0.50065494,0.44850615,0.5554446,0.49297428,70000001065542142,Пепперони Фреш,Пицца
252414,моцарелла сыры чеддер пармезан соус альфредо,0.47150707,0.46562186,0.50184417,0.44811717,0.55839217,0.49111593,70000001065542142,Сырная,Пицца
252415,цыпленок острые колбаски чоризо соус бургер сладкий перец красный лук томаты моцарелла соус ранч чеснок,0.47143194,0.46585396,0.49399975,0.44922224,0.5640904,0.49908972,70000001065542142,Аррива!,Пицца
252416,пикантная пепперони мнооого моцареллы томатный соус самая популярная пицца,0.46912396,0.46123636,0.49571007,0.44785106,0.5575916,0.49985817,70000001065542142,Пепперони,Пицца
252417,мнооого моцареллы ветчина пикантная пепперони кубики брынзы томаты шампиньоны томатный соус итальянские травы,0.47014514,0.4611479,0.49927104,0.45151448,0.5623481,0.49715602,70000001065542142,Четыре сезона,Пицца
252418,легендарная горячая закуска цыпленком томатами моцареллой соусом ранч тонкой пшеничной лепешке,0.4688307,0.46613073,0.49677688,0.45023996,0.56242335,0.4975728,70000001065542142,Додстер,Закуски
252419,горячая закуска цыпленком перчиком халапеньо маринованными огурчиками томатами моцареллой соусом барбекю тонкой пшеничной лепешке,0.47012216,0.47115207,0.4960315,0.45056942,0.5650248,0.49963227,70000001065542142,Острый Додстер,Закуски
252420,самодостаточное комбо маленькой пиццы напитка выбор пиццу напиток менять,0.46980906,0.46397847,0.49600482,0.4424252,0.56003165,0.49246666,70000001065542142,Пицца 25 см и напиток,Комбо
252421,подходит быстрого перекуса додстер напиток выбор,0.47058886,0.4691759,0.5061799,0.44402456,0.5528053,0.48760754,70000001065542142,Додстер и напиток,Комбо
252422,пара глотков горячего американо будете готовы покорять день,0.4728739,0.46370658,0.5016066,0.44771254,0.556256,0.48897865,70000001065542142,Кофе Американо,Напитки
252423,король среди кофейных напитков — классический капучино любителей сбалансированного кофейномолочного вкуса,0.47022673,0.46928525,0.49804834,0.4517842,0.55160934,0.48982754,70000001065542142,Кофе Капучино,Напитки
252424,эта ягода хитра наш фирменный морс любителей сладкой кислинки,0.47139654,0.4644541,0.5018763,0.4534069,0.55327135,0.49042752,70000001065542142,Морс Клюква,Напитки
252425,пшеничноржаной хлеб маасдам яйцо фасоль томатах сосиски томаты бекон тофель конфи жареный лук щавель зеленое масло,0.47018704,0.4693021,0.49748546,0.45101324,0.5608443,0.49593836,70000001029574004,Большой английский завтрак,Завтраки
252426,пашот микс салата цукини авокадо томаты бобы эдамаме лосось сс трюфельный айолисоевое молоко трюфельное масло растительное масло чеснок сок лимона семя тыквы льна подсолнуха зеленое масло щавель гречневый хлеб,0.46903655,0.4716975,0.4924752,0.44993278,0.566616,0.50427914,70000001029574004,Скандинавский завтрак,Завтраки
252427,драниккартофель мука петрушка лосось яйцо пашот голландез желток сливочное масло соль сахар белое вино белый винный уксус семена льна,0.46331412,0.46177086,0.4931832,0.4513594,0.5635571,0.5036355,70000001029574004,"Драник с лососем, яйцом пашот и голландским соусом",Завтраки
252428,сырникитворог яйцо мука сахар облепиховый соусоблепиха сахар сливки каймак сгущеные сливкисливки сахар сахарная пудра мелисса,0.47046125,0.47122023,0.4960636,0.45225078,0.5589794,0.5031778,70000001029574004,Сырники с облепиховым соусом и сгущёными сливками,Завтраки
252429,печеные картофель морковь отварное яйцо огурец мс горох бланшированый корнешоны петрушка сметана майонез лосось сс,0.47213024,0.46374658,0.49421817,0.44845384,0.5608132,0.49844345,70000001029574004,Оливье с лососем,Салаты
252430,томаты баклажан крахмал кунжут масло кунжутное микс салата соус чилиунагисладкий чили унаги кинза,0.4683765,0.47274232,0.4940888,0.45355055,0.5603177,0.4947845,70000001029574004,Азиатский салат с хрустящими баклажанами,Салаты
252431,бульон говяжий лук морковь свекла говядина уксус сахар петрушка капуста чеснок сметана бородинский сало зеленый лук,0.46807083,0.46702325,0.49299693,0.4518537,0.56202644,0.49614304,70000001029574004,Борщ с говядиной,Супы
252432,вес 70 гр● говядина● свинина● лук репчатый● специи,0.4699672,0.46498045,0.50416034,0.46121982,0.53345686,0.48865354,70000001007410397,"Буузы - говядина, свинина",Буузы (позы)
252433,вес 70 гр● говядина● свинина● лук репчатый● специи,0.4699672,0.46498045,0.50416034,0.46121982,0.53345686,0.48865354,70000001007410397,"Буузы - говядина, свинина (замороженные)",Буузы (позы)
252436,вес 70 гр● говядина● лук репчатый● специи,0.4710675,0.46456286,0.50530815,0.4610469,0.53464746,0.48783466,70000001007410397,Буузы - говядина,Буузы (позы)
252437,вес 70 гр● говядина● лук репчатый● специи,0.4710675,0.46456286,0.50530815,0.4610469,0.53464746,0.48783466,70000001007410397,Буузы - говядина (замороженные),Буузы (позы)
252440,вес 70 гр● баранина● говядина● лук репчатый● специи,0.46898076,0.4656838,0.5048189,0.4607045,0.534184,0.48857597,70000001007410397,"Буузы - баранина, говядина",Буузы (позы)
252441,вес 70 гр● баранина● говядина● лук репчатый● специи,0.46898076,0.4656838,0.5048189,0.4607045,0.534184,0.48857597,70000001007410397,"Буузы - баранина, говядина (замороженные)",Буузы (позы)
252444,овсяная каша добавлением арахисовой пасты украшается гранолой бананом грецким орехом клюквой миндальными лепестками,0.47330788,0.4677401,0.49642384,0.4496695,0.5590805,0.49887863,70000001045193961,Каша овсяная с арахисовой пастой и гранолой,Завтраки
252445,рисовая каша пряный чатни нектарина добавлением корицы меда цедры апельсина миндальных лепестков,0.4716506,0.46404776,0.4996202,0.45577192,0.5576896,0.49771068,70000001045193961,Каша рисовая с чатни из нектарина,Завтраки
252446,омлет трех яиц козий сыр обжаренные томаты добавлением тимьяна,0.47231713,0.460283,0.4996861,0.45388126,0.55609894,0.4939403,70000001045193961,Омлет с томатами и козьим сыром,Завтраки
252447,яйцо пашот гречневый тост лосось авокадо вида соуса сметанный голландез,0.47148392,0.46218705,0.49987742,0.4476548,0.5554433,0.4910228,70000001045193961,Пашот на тосте с лососем и авокадо,Завтраки
252448,медовым каймаком,0.46936947,0.46681127,0.50779164,0.4501067,0.5456307,0.48391458,70000001045193961,Сырники с чатни из нектарина,Завтраки
252449,пшенная каша пюре тыквы яйцом пашот беконом сыром пармезан,0.4680263,0.46791625,0.49969852,0.4480811,0.55575556,0.4944065,70000001045193961,"Пшенотта с тыквой, яйцом пашот и беконом",Завтраки
252450,гречка яйцо пашот спелый авокадо обжаренные шампиньоны сыр пармезан салатом свежих овощей,0.47306466,0.46680218,0.4986371,0.451507,0.5574406,0.49376538,70000001045193961,Боул с гречкой,Завтраки
252451,вафля тигровыми креветками маринованными соевом соусе томатами мёдом кокосовым каймаком,0.47319862,0.47176132,0.5000116,0.44712535,0.55872315,0.49400046,70000001045193961,Вафля с креветками,Завтраки
252452,свежий брокколи беконом яйцом пашот соусом блю чиз подаётся чиабаттой,0.47014678,0.4707113,0.49824867,0.44569504,0.55364573,0.49060157,70000001045193961,"Брокколи с беконом, яйцом пашот и соусом блю чиз",Завтраки
252453,драники цукини моркови малосольным лососем яйцом пашот сметаной,0.47082075,0.4681934,0.49979147,0.44840863,0.5520741,0.49056083,70000001045193961,Драники из кабачка с лососем,Завтраки
252454,слабосолёная семга сочетании свежими овощами киноа заправляется кислосладким соусом маракуя,0.47373194,0.47046176,0.49348643,0.4478042,0.5590363,0.49760535,70000001045193961,Неаполитанский с лососем и киноа,Салаты
252455,огурец томаты болгарский перец хумус морковный лук красный сыр фета листья шпината маслины кинза семена тыквы заправка песто базилика,0.4696421,0.4629902,0.49383435,0.45111462,0.5629595,0.50176907,70000001045193961,Салат Деревенский,Салаты
252456,маринованный ростбиф огурцы кимчи маринованный лучок томаты черри печеный картофель лист салата соус цезарь,0.4730919,0.46540496,0.49854892,0.45423606,0.5598969,0.49503303,70000001045193961,Айдахо с сочным ростбифом,Салаты
252457,куриное филе приготовленное технологии сувид лист салата сыр пармезан томаты черри соус цезарь,0.47345844,0.4680449,0.49696922,0.45081207,0.56157416,0.49644652,70000001045193961,Цезарь с цыплёнком,Салаты
252458,тигровая креветка томаты авокадо красный лук киноа кунжут кинза горчичномедовым соусом,0.4700383,0.4707569,0.4986818,0.44960955,0.56022114,0.49466372,70000001045193961,С креветками и домашним сыром,Салаты
252459,паста сливочновинном соусе соусом болоньезе украшается зеленью сыром пармезан,0.46916488,0.46807694,0.49535313,0.44866928,0.56013,0.4962042,70000001045193961,Ленивые равиоли с соусом болоньезе,Пасты
252460,нежное филе семги брокколи вяленные томаты соусе чимичурри,0.46761808,0.46377292,0.50379413,0.45169458,0.55699915,0.49289757,70000001045193961,Паста с лососем и брокколи,Пасты
252461,домашняя паста нежным филе цыпленка шампиньонами сливочном соусе,0.47070494,0.46393576,0.4994222,0.44991845,0.5594242,0.49463508,70000001045193961,Паста с цыпленком и грибами в сливочном соусе,Пасты
252462,креветки кальмары томаты черри сливочный соус паста ям оформляется сыром пармезан,0.47191477,0.4665843,0.50026715,0.44856438,0.5609598,0.4967831,70000001045193961,Паста в соусе Том Ям,Пасты
252463,домашняя паста твёрдых сортов пшеницы бекон сливочнояичный соус сыр пармезан,0.47234,0.46433565,0.5008795,0.45045513,0.5616732,0.4952868,70000001045193961,Карбонара,Пасты
252464,куриное филе домашняя лапша картофель морковь подается сухариками,0.47287247,0.46472397,0.49815118,0.45066267,0.5574766,0.49207562,70000001045193961,Куриный с лапшой,Супы
